Movie Name,Link,Released,Alternate Versions,Alternate Link,Duration,Sin Count,Writer 1,Writer 2,Writer 3,Writer 4,Writer 5
Suicide Squad: Hell to Pay ,https://youtu.be/Nvbd2LRz0Rk,2021-08-03,,,22:09,149,Chris Atkinson,Ian Whittington,,,
Tron ,https://youtu.be/BpZ4Lt9LDJw,2021-08-05,,,16:39,111,Aaron Dicer,Jonathan Watkins,,,
Tom & Jerry: The Movie ,https://youtu.be/3D1_HXUm4L8,2021-08-10,,,19:49,153,Chris Atkinson,Daniel Cardoso,,,
The X-Files: Fight the Future ,https://youtu.be/Oppd4VqAa3k,2021-08-12,,,18:21,129,Barrett Share,Jonathan Watkins,,,
Under Siege ,https://youtu.be/0hDe5mNxO4w,2021-08-17,,,19:17,213,Ian Whittington,Daniel Cardoso,,,
Cloudy With A Chance Of Meatballs 2 ,https://youtu.be/JpvyGa1ezRY,2021-08-19,,,14:28,132,Jeremy Scott,Aaron Dicer,,,
The Hangover Part II ,https://youtu.be/2nUkIC6rq6I,2021-08-24,,,20:27,225,Chris Atkinson,Barrett Share,,,
Pretty Woman ,https://youtu.be/bD-PpW6s7Xc,2021-08-26,,,20:34,204,Ian Whittington,Deneé Hughes,,,
Ocean's Thirteen ,https://youtu.be/VAQFx-tPSEs,2021-08-31,,,20:43,129,Jeremy Scott,Ian Whittington,,,
The Croods 2: A New Age ,https://youtu.be/VgvP5Ce_V_k,2021-09-02,,,21:23,118,Barrett Share,Aaron Dicer,,,
Diamonds Are Forever ,https://youtu.be/Oi58DNgdBf0,2021-09-07,,,20:42,127,Chris Atkinson,Jonathan Watkins,,,
Gamer ,https://youtu.be/pnIgh7BS5OY,2021-09-09,,,17:20,229,Barrett Share,Daniel Cardoso,,,
A View To A Kill ,https://youtu.be/lPBnLDyYeac,2021-09-14,,,18:17,125,Jonathan Watkins,Ian Whittington,,,
Hitman's Wife's Bodyguard ,https://youtu.be/dN6SbIEf3nA,2021-09-16,,,15:21,133,Aaron Dicer,Daniel Cardoso,,,
Licence To Kill ,https://youtu.be/OFnpcmDDuXc,2021-09-21,,,23:19,133,Chris Atkinson,Ian Whittington,,,
Addams Family Values ,https://youtu.be/MuouqP9YMLo,2021-09-30,,,21:14,269,Chris Atkinson,Ian Whittington,,,
Zack Snyder's Justice League,https://youtu.be/HhjLXNn6JZs,2021-10-02,,,43:03,334,Jeremy Scott,Barrett Share,,,
Die Another Day ,https://youtu.be/Pmdbq6Sx5Ug,2021-10-05,,,20:33,130,Jonathan Watkins,Ian Whittington,,,
Interview with the Vampire ,https://youtu.be/C51RWfBfvhM,2021-10-07,,,22:45,133,Barrett Share,Ian Whittington,,,
The Conjuring: The Devil Made Me Do It ,https://youtu.be/KlUd2pD8Y74,2021-10-12,,,21:45,127,Chris Atkinson,Jonathan Watkins,,,
Halloween II ,https://youtu.be/VYScv9qXRu0,2021-10-14,,,19:20,126,Chris Atkinson,Jonathan Watkins,,,
Dune (1984) ,https://youtu.be/juPo40dSJhk,2021-10-19,,,18:03,10128,Chris Atkinson,Jonathan Watkins,,,
Fantastic Mr. Fox ,https://youtu.be/NMUw7TsOmEI,2021-10-21,,,16:53,106,Deneé Hughes,Ian Whittington,,,
The Rocky Horror Picture Show ,https://youtu.be/5PAIiNZRz5k,2021-10-26,,,18:45,109,Aaron Dicer,Ian Whittington,,,
A Quiet Place Part II ,https://youtu.be/10FzYSBx7Iw,2021-10-28,,,13:57,111,Jeremy Scott,Aaron Dicer,,,
Black Widow ,https://youtu.be/dhg_ymJwRI8,2021-11-02,,,21:53,259,Aaron Dicer,Deneé Hughes,,,
Space Jam: A New Legacy ,https://youtu.be/sq2JLAX65Vs,2021-11-04,,,20:25,1286,Barrett Share,Daniel Cardoso,,,
Free Guy ,https://youtu.be/-V1CpaJeQ-o,2021-11-09,,,18:04,111,Jeremy Scott,Ian Whittington,,,
Rounders ,https://youtu.be/TEDi_zatu5c,2021-11-11,,,23:19,116,Chris Atkinson,Aaron Dicer,,,
Ghostbusters (1984) ,https://youtu.be/3la8qBGiviQ,2021-11-16,,,22:07,110,Chris Atkinson,Barrett Share,,,
In The Heights ,https://youtu.be/OJ0p5Hots0g,2021-11-18,,,16:20,115,Aaron Dicer,Daniel Cardoso,,,
Resident Evil: Retribution ,https://youtu.be/WTyaYQQ6VCU,2021-11-23,,,18:23,132,Chris Atkinson,Jonathan Watkins,,,
Luca ,https://youtu.be/z6bHcFbIJR4,2021-11-25,,,15:17,107,Aaron Dicer,Ian Whittington,,,
Cruella ,https://youtu.be/5hop1Mg9_ek,2021-11-30,,,19:28,124,Barrett Share,Deneé Hughes,,,
The Boss Baby: Family Business ,https://youtu.be/FhtTG8SnF6I,2021-12-02,,,18:36,146,Barrett Share,Jonathan Watkins,,,
West Side Story (1961) ,https://youtu.be/IdMtf-O6tZk,2021-12-07,,,19:34,150,Jeremy Scott,Barrett Share,,,
F9: The Fast Saga ,https://youtu.be/FqTNQofmSP8,2021-12-09,,,29:04,1000000002163,Chris Atkinson,Jeremy Scott,,,
The Suicide Squad ,https://youtu.be/7fze_W_JXTQ,2021-12-14,,,17:45,160,Jeremy Scott,Ian Whittington,,,
The Santa Clause 2 ,https://youtu.be/vSudDFJhhtE,2021-12-16,,,18:28,193,Jeremy Scott,Barrett Share,,,
Jungle Cruise ,https://youtu.be/KDbg3u-W4nU,2021-12-21,,,19:41,130,Chris Atkinson,Jeremy Scott,,,
A Christmas Story ,https://youtu.be/HdvF34qcME4,2021-12-23,,,15:04,111,Chris Atkinson,Daniel Cardoso,,,
Meet The Robinsons ,https://youtu.be/7TRWMdY1asY,2021-12-28,,,21:48,192,Deneé Hughes,Ian Whittington,,,
Escape Room: Tournament Of Champions ,https://youtu.be/cvgbr45uNx0,2021-12-30,,,22:58,130,Chris Atkinson,Jonathan Watkins,,,
The Breakfast Club ,https://youtu.be/ri0-KsvMfJw,2022-01-04,,,17:21,104,Chris Atkinson,Ian Whittington,Daniel Cardoso,,
Old ,https://youtu.be/65l7GAlOT4g,2022-01-06,,,15:14,133,Jeremy Scott,Jonathan Watkins,,,
Bridesmaids ,https://youtu.be/vgoT2QNEtG0,2022-01-11,,,19:46,159,Aaron Dicer,Deneé Hughes,,,
Scream 4 ,https://youtu.be/q0loj4kXIgE,2022-01-13,,,25:57,136,Jonathan Watkins,Ian Whittington,,,
Nobody ,https://youtu.be/HfE0PZO2YjA,2022-01-14,,,14:51,111,Jeremy Scott,Daniel Cardoso,,,
Shang-Chi and the Legend of the Ten Rings,https://youtu.be/E-7cGQBlh9I,2022-01-18,,,18:08,214,Jeremy Scott,Aaron Dicer,,,
The Princess Diaries ,https://youtu.be/Tuxxph-dDDU,2022-01-20,,,21:54,985,Deneé Hughes,Ian Whittington,,,
Venom: Let There Be Carnage,https://youtu.be/HNXT4v0Xewc,2022-01-25,,,16:47,109,Jeremy Scott,Jonathan Watkins,,,
Paul Blart: Mall Cop ,https://youtu.be/ya-I5N8NTfg,2022-01-27,,,19:29,1312,Aaron Dicer,Ian Whittington,,,
The Mask ,https://youtu.be/U197LMxdrxI,2022-02-01,,,18:16,131,Jeremy Scott,Daniel Cardoso,,,
Greenland ,https://youtu.be/tASretxHvzA,2022-02-03,,,22:19,122,Ian Whittington,Daniel Cardoso,,,
50 First Dates ,https://youtu.be/Oqv3lp_92DA,2022-02-08,,,21:10,224,Aaron Dicer,Deneé Hughes,,,
The Wedding Singer ,https://youtu.be/g8tsXB4sVGE,2022-02-10,,,20:38,138,Jeremy Scott,Ian Whittington,,,
Don't Breathe 2 ,https://youtu.be/K3eJEryijoQ,2022-02-15,,,21:41,121,Chris Atkinson,Ian Whittington,,,
Punisher: War Zone ,https://youtu.be/Z8zB7WpiSLY,2022-02-17,,,18:05,177,Aaron Dicer,Daniel Cardoso,,,
Dune (2021) ,https://youtu.be/J_fzAoflOzI,2022-02-22,,,23:03,142,Chris Atkinson,Deneé Hughes,,,
Batman: The Long Halloween (Part 1),https://youtu.be/-78uLi2FLTE,2022-02-24,,,14:55,109,Jeremy Scott,Jonathan Watkins,,,
Batman: The Long Halloween (Part 2),https://youtu.be/6fgeeH3qiFw,2022-03-01,,,13:52,112,Jeremy Scott,Jonathan Watkins,,,
The Green Knight ,https://youtu.be/83lxJAKniaI,2022-03-03,,,19:29,126,Chris Atkinson,Aaron Dicer,,,
No Time to Die ,https://youtu.be/0nlTnBFvD_4,2022-03-08,,,23:50,137,Chris Atkinson,Jonathan Watkins,,,
The Forever Purge ,https://youtu.be/f68LmqL2-Ro,2022-03-10,,,16:16,207,Jonathan Watkins,Ian Whittington,,,
Encanto ,https://youtu.be/foMqLFaDmcw,2022-03-15,,,20:29,157,Ian Whittington,Daniel Cardoso,,,
Surf's Up ,https://youtu.be/UaVTnz_6dqA,2022-03-17,,,20:00,115,Aaron Dicer,Daniel Cardoso,,,
Dora and the Lost City of Gold ,https://youtu.be/GKxfAbVEYs4,2022-03-22,,,22:50,171,Chris Atkinson,Deneé Hughes,,,
Romancing The Stone ,https://youtu.be/5G075EpMPxw,2022-03-24,,,21:00,125,Chris Atkinson,Deneé Hughes,,,
Ghostbusters: Afterlife ,https://youtu.be/d-HIjCo-9t8,2022-03-29,,,22:34,180,Chris Atkinson,Jonathan Watkins,,,
Knight and Day ,https://youtu.be/Zk8FNwJ1BrA,2022-03-31,,,18:11,123,Jeremy Scott,Deneé Hughes,,,
Street Fighter,https://www.patreon.com/posts/sinweek-wrong-64709731,2022-04-04,,,25:35,253,Chris Atkinson,Ian Whittington,,,
Red Notice ,https://youtu.be/kxRvKV6YzvQ,2022-04-05,,,19:51,148,Aaron Dicer,Ian Whittington,,,
Love and Monsters,https://www.patreon.com/posts/sinweek-bonus-2-66681130,2022-04-06,,,19:39,117,Ian Whittington,Daniel Cardoso,,,
"Crouching Tiger, Hidden Dragon ",https://youtu.be/cflyfImzQaw,2022-04-07,,,14:08,111,Jeremy Scott,Jonathan Watkins,,,
Upgrade,https://www.patreon.com/posts/sinweek-bonus-3-64740178,2022-04-08,,,19:27,116,Jeremy Scott,Chris Atkinson,,,
Eternals ,https://youtu.be/8qwzl9JoNUQ,2022-04-12,,,27:50,175,Chris Atkinson,Ian Whittington,,,
The Prince of Egypt ,https://youtu.be/fPQFdgT9bGY,2022-04-14,,,13:34,100,Jeremy Scott,Aaron Dicer,,,
Pineapple Express ,https://youtu.be/E-Z4NJkaMSI,2022-04-19,,,18:48,113,Jeremy Scott,Ian Whittington,,,
Pig ,https://youtu.be/lJdtxm-p22A,2022-04-21,,,14:38,93,Aaron Dicer,Jonathan Watkins,,,
The Matrix: Resurrections,https://youtu.be/XWS3GCXIAAE,2022-04-26,,,26:55,180,Jeremy Scott,Aaron Dicer,,,
Draft Day ,https://youtu.be/YUIKhRGrjng,2022-04-28,,,23:42,123,Chris Atkinson,Jonathan Watkins,,,
Spider-Man: No Way Home ,https://youtu.be/Ajn-PTtBOn4,2022-05-03,,,29:13,238,Chris Atkinson,Ian Whittington,,,
the Peanuts Movie,https://youtu.be/ebjI26lFrWk,2022-05-05,,,17:04,106,Deneé Hughes,Daniel Cardoso,,,
The King's Man ,https://youtu.be/H0Qupm5wNQk,2022-05-10,,,22:12,151,Jonathan Watkins,Ian Whittington,,,
The NeverEnding Story ,https://youtu.be/Kjz4B0xI06k,2022-05-12,,,21:55,120,Chris Atkinson,Jeremy Scott,,,
West Side Story (2021) ,https://youtu.be/qu_x6t35jv8,2022-05-17,,,22:09,128,Aaron Dicer,Daniel Cardoso,,,
Wild Wild West ,https://youtu.be/27ihyRhv7Vc,2022-05-19,,,25:44,247,Aaron Dicer,Daniel Cardoso,,,
Top Gun ,https://youtu.be/UPaqmWzxoN4,2022-05-24,,,21:47,149,Chris Atkinson,Barrett Share,Ian Whittington,Daniel Cardoso,
Ice Age: Dawn of The Dinosaurs ,https://youtu.be/tzhkQaOjgus,2022-05-26,,,22:45,132,Chris Atkinson,Aaron Dicer,,,
Uncharted ,https://youtu.be/bZdA5xVzEr4,2022-05-31,,,18:48,134,Jeremy Scott,Ian Whittington,,,
Ron's Gone Wrong ,https://youtu.be/4-1cme0Puzk,2022-06-02,,,19:55,131,Aaron Dicer,Deneé Hughes,,,
Indiana Jones and the Temple of Doom,https://youtu.be/7QoqmAa8pNU,2022-06-07,,,19:56,184,Chris Atkinson,Jonathan Watkins,,,
Dinosaur ,https://youtu.be/Zci9wDO8AL8,2022-06-09,,,18:25,101,Chris Atkinson,Deneé Hughes,,,
Star Trek IV: The Voyage Home ,https://youtu.be/q3GTHrVSq0g,2022-06-14,,,23:39,138,Jeremy Scott,Ian Whittington,,,
Click ,https://youtu.be/OQ14Hdg4kho,2022-06-16,,,21:04,145,Jeremy Scott,Ian Whittington,,,
the Batman,https://youtu.be/5fVKpa3Bnhc,2022-06-21,,,28:14,152,Chris Atkinson,Jeremy Scott,,,
The Mitchells vs. the Machines,https://youtu.be/hngbWq8Clkk,2022-06-23,,,19:42,116,Aaron Dicer,Deneé Hughes,,,
Moonfall ,https://youtu.be/wFZ50uiKx-s,2022-06-28,,,21:19,177,Jonathan Watkins,Ian Whittington,,,
the Sorcerer's Apprentice ,https://youtu.be/lVHIPHi-1kA,2022-06-30,,,20:14,114,Aaron Dicer,Daniel Cardoso,,,
Morbius ,https://youtu.be/md5dR1XqVT8,2022-07-05,(RERELEASE),https://youtu.be/arWoI448S98,21:30,131,Jeremy Scott,Jonathan Watkins,,,
Scream (2022) ,https://youtu.be/wTHqyBMlaQk,2022-07-07,,,25:49,136,Chris Atkinson,Jonathan Watkins,,,
Turning Red ,https://youtu.be/STY2XuyKLxU,2022-07-12,,,20:43,116,Aaron Dicer,Deneé Hughes,,,
Close Encounters of the Third Kind,https://youtu.be/CBNzjx7Z6o8,2022-07-19,,,21:50,127,Chris Atkinson,Daniel Cardoso,,,
The Adam Project ,https://youtu.be/Im90086-qRQ,2022-07-21,,,19:04,207,Aaron Dicer,Daniel Cardoso,,,
Shark Tale ,https://youtu.be/XydrvbWm8Cw,2022-07-26,,,15:57,138,Jonathan Watkins,Daniel Cardoso,,,
Peter Rabbit 2: The Runaway,https://youtu.be/A-wV6Zlp9tE,2022-07-28,,,23:00,191,Aaron Dicer,Ian Whittington,,,
Unstoppable ,https://youtu.be/EFl2RPuU1H8,2022-08-02,,,18:28,126,Jeremy Scott,Jonathan Watkins,,,
Source Code ,https://youtu.be/M_dBAG9Y-LQ,2022-08-04,,,20:22,94,Chris Atkinson,Ian Whittington,,,
Predator 2 ,https://youtu.be/RZU4c3nN05c,2022-08-09,,,22:32,133,Chris Atkinson,Jonathan Watkins,,,
Sing 2 ,https://youtu.be/l4rQroizn1c,2022-08-11,,,16:41,137,Jeremy Scott,Deneé Hughes,,,
The Hangover III ,https://youtu.be/ndnmryJ9hq8,2022-08-16,,,20:10,127,Chris Atkinson,Daniel Cardoso,,,
Fantastic Beasts: The Secrets of Dumbledore,https://youtu.be/XTBRBdKE0dQ,2022-08-18,,,26:52,240,Aaron Dicer,Ian Whittington,,,
True Lies ,https://youtu.be/5Iuh9lPJqAE,2022-08-23,,,18:25,135,Jeremy Scott,Jonathan Watkins,,,
War of the Worlds ,https://youtu.be/3uCEWqln8WM,2022-08-25,,,18:16,120,Chris Atkinson,Jeremy Scott,,,
Clueless ,https://youtu.be/rbr95UVnrec,2022-08-30,,,23:09,123,Chris Atkinson,Deneé Hughes,,,
Lord of the Rings (1979) ,https://youtu.be/8BuRF5izrZs,2022-09-01,,,22:51,124,Deneé Hughes,Ian Whittington,,,
The Karate Kid (1984),https://youtu.be/fiqqHEHtpZs,2022-09-06,,,21:08,127,Jeremy Scott,Aaron Dicer,,,
Pinocchio ,https://youtu.be/Ux5c0pvfLxk,2022-09-08,,,18:26,131,Jeremy Scott,Daniel Cardoso,,,
Jeepers Creepers ,https://youtu.be/IcTvpEEQ1Rs,2022-09-13,,,23:21,163,Aaron Dicer,Ian Whittington,,,
Death on the Nile ,https://youtu.be/Y4moAgKoVSM,2022-09-15,,,23:16,125,Jonathan Watkins,Ian Whittington,,,
The Bob's Burgers Movie ,https://youtu.be/NFv1OzIpmrE,2022-09-20,,,22:12,121,Chris Atkinson,Aaron Dicer,,,
Madagascar: Escape 2 Africa ,https://youtu.be/ewuHayXVxks,2022-09-22,,,23:28,184,Chris Atkinson,Aaron Dicer,,,
Spy ,https://youtu.be/EQ2vwCR7RbI,2022-09-27,,,20:33,117,Jonathan Watkins,Ian Whittington,,,
Star Trek V: The Final Frontier ,https://youtu.be/X489akviKqA,2022-09-29,,,24:30,134,Jonathan Watkins,Ian Whittington,,,
Vampire's Kiss ,https://youtu.be/75ZqoWVz-3Y,2022-10-04,,,15:53,10000158,Chris Atkinson,Jonathan Watkins,,,
Final Destination ,https://youtu.be/5tR_avRhQn4,2022-10-06,,,22:25,126,Chris Atkinson,Jonathan Watkins,,,
Halloween Kills,https://youtu.be/cC3HYptP2Lk,2022-10-11,,,24:06,153,Chris Atkinson,Jonathan Watkins,,,
Sweeney Todd,https://youtu.be/7zh1_bWxxFk,2022-10-13,,,18:29,202,Jonathan Watkins,Ian Whittington,,,
The Lost City,https://youtu.be/foUMSDzExlk,2022-10-18,,,19:10,10125,Jeremy Scott,Deneé Hughes,,,
Candyman (2021),https://youtu.be/2pBq5T1O3Sw,2022-10-20,,,15:33,89,Jonathan Watkins,Daniel Cardoso,,,
The Black Phone,https://youtu.be/5e8dymbKKhQ,2022-10-25,,,19:52,108,Jeremy Scott,Jonathan Watkins,,,
The Lost Boys,https://youtu.be/L9zokAM25Tw,2022-10-27,,,18:12,118,Jeremy Scott,Jonathan Watkins,,,
The Bad Guys,https://youtu.be/cVQn-RwtwhM,2022-11-01,,,21:25,143,Aaron Dicer,Daniel Cardoso,,,
Dave,https://youtu.be/r9GpEvcKA8Q,2022-11-03,,,19:18,105,Jeremy Scott,Aaron Dicer,,,
Doctor Strange in the Multiverse of Madness,https://youtu.be/YHNt57IRsaQ,2022-11-08,,,27:47,239,Chris Atkinson,Ian Whittington,,,
Dog,https://youtu.be/HtDtDJZocDQ,2022-11-10,,,19:57,122,Jeremy Scott,Ian Whittington,,,
Sonic the Hedgehog 2,https://youtu.be/moQE6o-Szkk,2022-11-15,,,26:12,165,Chris Atkinson,Deneé Hughes,,,
DC League of Superpets,https://youtu.be/-yrXm3RaBWg,2022-11-17,,,22:38,121,Jonathan Watkins,Ian Whittington,,,
Lightyear,https://youtu.be/Z7YybE_S33U,2022-11-22,,,26:20,260,Aaron Dicer,Deneé Hughes,,,
Star Trek VI: The Undiscoverd Country,https://youtu.be/u9jtpnJ34k4,2022-11-24,,,20:09,113,Jeremy Scott,Jonathan Watkins,,,
Willow,https://youtu.be/4Y2uzDVga98,2022-11-29,,,20:45,141,Jeremy Scott,Jonathan Watkins,,,
Top Gun Maverick,https://youtu.be/jMAk_Vz823M,2022-12-01,,,24:57,127,Ian Whittington,Daniel Cardoso,,,
The Amazing Spider-Man 2,https://youtu.be/V_-Db4p5AY4,2022-12-03,,,17:46,123,Chris Atkinson,Jeremy Scott,,,
Minority Report,https://youtu.be/3B2Zxl1Ypm4,2022-12-06,,,26:12,131,Chris Atkinson,Jeremy Scott,,,
Minions: The Rise of Gru,https://youtu.be/R4m2BROuaEg,2022-12-08,,,23:00,165,Deneé Hughes,Daniel Cardoso,,,
Jurassic World Dominion,https://www.youtube.com/watch?v=xvPf64Fx8so,2022-12-13,,,24:06,321,Jonathan Watkins,Ian Whittington,,,
Edward Scissorhands,https://youtu.be/PlBXbf9YW38,2022-12-15,,,23:10,132,Chris Atkinson,Jeremy Scott,,,
Thor Love and Thunder,https://youtu.be/rCqFuYvgUqE,2022-12-20,,,25:38,155,Aaron Dicer,Jonathan Watkins,,,
Bad Mom's Christmas,https://youtu.be/oGQ2EjPiJqc,2022-12-22,,,20:52,136,Aaron Dicer,Deneé Hughes,,,
Grease,https://youtu.be/ZD0yhg6Zws8,2022-12-27,,,19:33,755,Aaron Dicer,Deneé Hughes,,,
Everything Everywhere All at Once,https://youtu.be/PS9advp4NhA,2022-12-29,,,42:40,1,Chris Atkinson,Aaron Dicer,,,
